,Unnamed: 0,codigo,detalle,LISTA,COSTO,COSTO + IVA,VENTA
6065,,SCSJ30,"SERRUCHO COSTILLA 12"" 30 cm. SANTA JUANA",3981.82,#REF!,#REF!,#REF!
6066,,SCSJ35,"SERRUCHO COSTILLA 14"" 35 cm. SANTA JUANA",4251.94,#REF!,#REF!,#REF!
6067,,,,0.0,#REF!,#REF!,#REF!
6068,,,SERRUCHOS DE PUNTA,0.0,#REF!,#REF!,#REF!
6069,,SSJP,"SERRUCHO PUNTA 12"" SANTA JUANA",2061.76,#REF!,#REF!,#REF!
6070,,,,0.0,#REF!,#REF!,#REF!
6071,,,SERRUCHOS PARA CARPINTEROS,0.0,#REF!,#REF!,#REF!
6072,,SSJ30,"SERRUCHO P/CARPINTERO 30 cm. 12"" S.JUANA",2889.25,#REF!,#REF!,#REF!
6073,,SSJ35,"SERRUCHO P/CARPINTERO 35 cm. 14"" S.JUANA",3147.24,#REF!,#REF!,#REF!
6074,,SSJ40,"SERRUCHO P/CARPINTERO 40 cm. 16"" S.JUANA",3526.19,#REF!,#REF!,#REF!
6075,,SSJ45,"SERRUCHO P/CARPINTERO 45 cm. 18"" S.JUANA",3662.33,#REF!,#REF!,#REF!
6076,,SSJ50,"SERRUCHO P/CARPINTERO 50 cm. 20"" S.JUANA",4100.2,#REF!,#REF!,#REF!
6077,,SSJ55,"SERRUCHO P/CARPINTERO 55 cm. 22"" S.JUANA",4341.69,#REF!,#REF!,#REF!
6078,,SSJ60,"SERRUCHO P/CARPINTERO 60 cm. 24"" S.JUANA",4670.79,#REF!,#REF!,#REF!
6079,,,,0.0,#REF!,#REF!,#REF!
6080,,,SERRUCHOS PARA CEMENTISTA,0.0,#REF!,#REF!,#REF!
6081,,SPC60,SERRUCHO CEMENTISTA STA. JUANA 60 cm.,6558.41,#REF!,#REF!,#REF!
6082,,SPC65,SERRUCHO CEMENTISTA STA. JUANA 65 cm.,6957.22,#REF!,#REF!,#REF!
6083,,SPC70,SERRUCHO CEMENTISTA STA. JUANA 70 cm.,7611.99,#REF!,#REF!,#REF!
6084,,,,0.0,#REF!,#REF!,#REF!
6085,,,SERRUCHOS PARA PODAR,0.0,#REF!,#REF!,#REF!
6086,,SSJPC,SERRUCHO P/PODAR SANTA JUANA CURVO,3227.19,#REF!,#REF!,#REF!
6087,,SPCI,SERRUCHO PODAR CURVO IMPORTADO,2913.55,#REF!,#REF!,#REF!
6088,,,,0.0,#REF!,#REF!,#REF!
6089,,,"SET DE HERRAMIENTAS ""TRAMONTINA""",0.0,#REF!,#REF!,#REF!
6090,,JD36P,JUEGO DEST Y PUNTAS 36 pzas. TRAMONTINA (187),7858.53,#REF!,#REF!,#REF!
6091,,JH9P,JUEGO HERRAMIENTAS 9 pzas. TRAMONTINA (168),8210.99,#REF!,#REF!,#REF!
6092,,,,0.0,#REF!,#REF!,#REF!
6093,,,SIERRA COPA 6 PIEZAS IMPORTADA,0.0,#REF!,#REF!,#REF!
6094,,SC7,SIERRA COPA 6 piezas,3611.53,#REF!,#REF!,#REF!
6095,,,,0.0,#REF!,#REF!,#REF!
6096,,,"SIERRA COPA BIMETALICA ""RHEIN""",0.0,#REF!,#REF!,#REF!
6097,,SCB14,"SIERRA COPA BIMETALICA  14 mm ""RHEIN""",2040.35,#REF!,#REF!,#REF!
6098,,SCB16,"SIERRA COPA BIMETALICA  16 mm ""RHEIN""",2040.35,#REF!,#REF!,#REF!
6099,,SCB17,"SIERRA COPA BIMETALICA  17 mm ""RHEIN""",2179.84,#REF!,#REF!,#REF!
6100,,SCB19,"SIERRA COPA BIMETALICA  19 mm ""RHEIN""",2253.81,#REF!,#REF!,#REF!
6101,,SCB20,"SIERRA COPA BIMETALICA  20 mm ""RHEIN""",2481.4,#REF!,#REF!,#REF!
6102,,SCB21,"SIERRA COPA BIMETALICA  21 mm ""RHEIN""",2481.4,#REF!,#REF!,#REF!
6103,,SCB22,"SIERRA COPA BIMETALICA  22 mm ""RHEIN""",2505.96,#REF!,#REF!,#REF!
6104,,SCB24,"SIERRA COPA BIMETALICA  24 mm ""RHEIN""",2625.4,#REF!,#REF!,#REF!
6105,,SCB25,"SIERRA COPA BIMETALICA  25 mm ""RHEIN""",2685.26,#REF!,#REF!,#REF!
6106,,SCB27,"SIERRA COPA BIMETALICA  27 mm ""RHEIN""",3188.43,#REF!,#REF!,#REF!
6107,,SCB29,"SIERRA COPA BIMETALICA  29 mm ""RHEIN""",3327.92,#REF!,#REF!,#REF!
6108,,SCB30,"SIERRA COPA BIMETALICA  30 mm ""RHEIN""",3327.92,#REF!,#REF!,#REF!
6109,,SCB32,"SIERRA COPA BIMETALICA  32 mm ""RHEIN""",3352.2,#REF!,#REF!,#REF!
6110,,SCB33,"SIERRA COPA BIMETALICA  33 mm ""RHEIN""",3676.35,#REF!,#REF!,#REF!
6111,,SCB35,"SIERRA COPA BIMETALICA  35 mm ""RHEIN""",3715.88,#REF!,#REF!,#REF!
6112,,SCB37,"SIERRA COPA BIMETALICA  37 mm ""RHEIN""",3715.88,#REF!,#REF!,#REF!
6113,,SCB38,"SIERRA COPA BIMETALICA  38 mm ""RHEIN""",3747.79,#REF!,#REF!,#REF!
6114,,SCB40,"SIERRA COPA BIMETALICA  40 mm ""RHEIN""",3747.79,#REF!,#REF!,#REF!
6115,,SCB41,"SIERRA COPA BIMETALICA  41 mm ""RHEIN""",3847.46,#REF!,#REF!,#REF!
6116,,SCB43,"SIERRA COPA BIMETALICA  43 mm ""RHEIN""",3847.46,#REF!,#REF!,#REF!
6117,,SCB44,"SIERRA COPA BIMETALICA  44 mm ""RHEIN""",4121.64,#REF!,#REF!,#REF!
6118,,SCB46,"SIERRA COPA BIMETALICA  46 mm ""RHEIN""",4435.34,#REF!,#REF!,#REF!
6119,,SCB48,"SIERRA COPA BIMETALICA  48 mm ""RHEIN""",4591.49,#REF!,#REF!,#REF!
6120,,SCB51,"SIERRA COPA BIMETALICA  51 mm ""RHEIN""",4743.96,#REF!,#REF!,#REF!
6121,,SCB52,"SIERRA COPA BIMETALICA  52 mm ""RHEIN""",5000.07,#REF!,#REF!,#REF!
6122,,SCB54,"SIERRA COPA BIMETALICA  54 mm ""RHEIN""",5000.07,#REF!,#REF!,#REF!
6123,,SCB57,"SIERRA COPA BIMETALICA  57 mm ""RHEIN""",5136.16,#REF!,#REF!,#REF!
6124,,SCB59,"SIERRA COPA BIMETALICA  59 mm ""RHEIN""",5366.01,#REF!,#REF!,#REF!
6125,,SCB60,"SIERRA COPA BIMETALICA  60 mm ""RHEIN""",5366.01,#REF!,#REF!,#REF!
6126,,SCB64,"SIERRA COPA BIMETALICA  64 mm ""RHEIN""",5760.47,#REF!,#REF!,#REF!
6127,,SCB65,"SIERRA COPA BIMETALICA  65 mm ""RHEIN""",5925.37,#REF!,#REF!,#REF!
6128,,SCB67,"SIERRA COPA BIMETALICA  67 mm ""RHEIN""",6418.94,#REF!,#REF!,#REF!
6129,,SCB68,"SIERRA COPA BIMETALICA  68 mm ""RHEIN""",6418.94,#REF!,#REF!,#REF!
6130,,SCB70,"SIERRA COPA BIMETALICA  70 mm ""RHEIN""",6488.96,#REF!,#REF!,#REF!
6131,,SCB73,"SIERRA COPA BIMETALICA  73 mm ""RHEIN""",6725.86,#REF!,#REF!,#REF!
6132,,SCB76,"SIERRA COPA BIMETALICA  76 mm ""RHEIN""",7069.22,#REF!,#REF!,#REF!
6133,,SCB79,"SIERRA COPA BIMETALICA  79 mm ""RHEIN""",7350.73,#REF!,#REF!,#REF!
6134,,SCB83,"SIERRA COPA BIMETALICA  83 mm ""RHEIN""",7466.5,#REF!,#REF!,#REF!
6135,,SCB86,"SIERRA COPA BIMETALICA  86 mm ""RHEIN""",7661.05,#REF!,#REF!,#REF!
6136,,SCB89,"SIERRA COPA BIMETALICA  89 mm ""RHEIN""",8392.08,#REF!,#REF!,#REF!
6137,,SCB92,"SIERRA COPA BIMETALICA  92 mm ""RHEIN""",8553.87,#REF!,#REF!,#REF!
6138,,SCB95,"SIERRA COPA BIMETALICA  95 mm ""RHEIN""",8870.12,#REF!,#REF!,#REF!
6139,,SCB98,"SIERRA COPA BIMETALICA  98 mm ""RHEIN""",9061.0,#REF!,#REF!,#REF!
6140,,SCB102,"SIERRA COPA BIMETALICA 102 mm ""RHEIN""",9275.03,#REF!,#REF!,#REF!
6141,,SCB105,"SIERRA COPA BIMETALICA 105 mm ""RHEIN""",9710.99,#REF!,#REF!,#REF!
6142,,SCB108,"SIERRA COPA BIMETALICA 108 mm ""RHEIN""",11160.92,#REF!,#REF!,#REF!
6143,,SCB111,"SIERRA COPA BIMETALICA 111 mm ""RHEIN""",11630.77,#REF!,#REF!,#REF!
6144,,SCB114,"SIERRA COPA BIMETALICA 114 mm ""RHEIN""",11858.07,#REF!,#REF!,#REF!
6145,,SCB121,"SIERRA COPA BIMETALICA 121 mm ""RHEIN""",12824.32,#REF!,#REF!,#REF!
6146,,SCB127,"SIERRA COPA BIMETALICA 127 mm ""RHEIN""",13688.06,#REF!,#REF!,#REF!
6147,,SCB140,"SIERRA COPA BIMETALICA 140 mm ""RHEIN""",14776.0,#REF!,#REF!,#REF!
6148,,SCB146,"SIERRA COPA BIMETALICA 146 mm ""RHEIN""",17106.62,#REF!,#REF!,#REF!
6149,,SCB152,"SIERRA COPA BIMETALICA 152 mm ""RHEIN""",18003.68,#REF!,#REF!,#REF!
6150,,VSB381,"VASTAGO P/ SIERRA BIMETALICA 3/8"" A1  ""RHEIN""",3732.26,#REF!,#REF!,#REF!
6151,,VSB7162,"VASTAGO P/ SIERRA BIMETALICA 7/16"" A2  ""RHEIN""",4575.11,#REF!,#REF!,#REF!
6152,,VSB7163,"VASTAGO P/ SIERRA BIMETALICA 7/16"" A3  ""RHEIN""",4655.3,#REF!,#REF!,#REF!
6153,,,,0.0,#REF!,#REF!,#REF!
6154,,,"SIERRA COPA CARB. DE TUNGSTENO ""RHEIN",0.0,#REF!,#REF!,#REF!
6155,,BU33103,"BASE UNIVERSAL + PUNTA 33/103 ""RHEIN""",5507.67,#REF!,#REF!,#REF!
6156,,BU73113,"BASE UNIVERSAL + PUNTA 73/113 ""RHEIN""",6062.37,#REF!,#REF!,#REF!
6157,,PPBR,"PUNTA REPUESTO PARA BASE ""RHEIN""",1915.69,#REF!,#REF!,#REF!
6158,,SCT33,"SIERRA COPA BROCA CARB. TUNGSTENO  33 mm ""RHEIN""",3453.31,#REF!,#REF!,#REF!
6159,,SCT43,"SIERRA COPA BROCA CARB. TUNGSTENO  43 mm ""RHEIN""",4248.28,#REF!,#REF!,#REF!
6160,,SCT53,"SIERRA COPA BROCA CARB. TUNGSTENO  53 mm ""RHEIN""",5174.07,#REF!,#REF!,#REF!
6161,,SCT67,"SIERRA COPA BROCA CARB. TUNGSTENO  67 mm ""RHEIN""",6511.96,#REF!,#REF!,#REF!
6162,,SCT73,"SIERRA COPA BROCA CARB. TUNGSTENO  73 mm ""RHEIN""",7139.92,#REF!,#REF!,#REF!
6163,,SCT83,"SIERRA COPA BROCA CARB. TUNGSTENO  83 mm ""RHEIN""",8104.52,#REF!,#REF!,#REF!
6164,,SCT103,"SIERRA COPA BROCA CARB. TUNGSTENO 103 mm ""RHEIN",10381.73,#REF!,#REF!,#REF!
6165,,SCT113,"SIERRA COPA BROCA CARB. TUNGSTENO 113 mm ""RHEIN",11598.39,#REF!,#REF!,#REF!
6166,,,,0.0,#REF!,#REF!,#REF!
6167,,,"SIERRA COPA DIENTE WIDIA ""RHEIN""",0.0,#REF!,#REF!,#REF!
6168,,ESM220,"EJE REPUESTO SDS MAX 220 mm ""RHEIN""",8904.0,#REF!,#REF!,#REF!
6169,,ESM430,"EJE REPUESTO SDS MAX 430 mm ""RHEIN""",12688.53,#REF!,#REF!,#REF!
6170,,ESP220,"EJE REPUESTO SDS PLUS 220 mm ""RHEIN""",7580.39,#REF!,#REF!,#REF!
6171,,ESP430,"EJE REPUESTO SDS PLUS 430 mm ""RHEIN""",11078.34,#REF!,#REF!,#REF!
6172,,RPT,"REPUESTO PUNTA + TORNILLO ""RHEIN""",1928.44,#REF!,#REF!,#REF!
6173,,SCW30,"SIERRA COPA BROCA D/ WIDIA  30 mm ""RHEIN""",7237.55,#REF!,#REF!,#REF!
6174,,SCW40,"SIERRA COPA BROCA D/ WIDIA  40 mm ""RHEIN""",8551.23,#REF!,#REF!,#REF!
6175,,SCW55,"SIERRA COPA BROCA D/ WIDIA  55 mm ""RHEIN""",10552.02,#REF!,#REF!,#REF!
6176,,SCW60,"SIERRA COPA BROCA D/ WIDIA  60 mm ""RHEIN""",10982.35,#REF!,#REF!,#REF!
6177,,SCW65,"SIERRA COPA BROCA D/ WIDIA  65 mm ""RHEIN""",11212.64,#REF!,#REF!,#REF!
6178,,SCW70,"SIERRA COPA BROCA D/ WIDIA  70 mm ""RHEIN""",12211.85,#REF!,#REF!,#REF!
6179,,SCW80,"SIERRA COPA BROCA D/ WIDIA  80 mm ""RHEIN""",16449.88,#REF!,#REF!,#REF!
6180,,SCW90,"SIERRA COPA BROCA D/ WIDIA  90 mm ""RHEIN""",22517.03,#REF!,#REF!,#REF!
6181,,SCW105,"SIERRA COPA BROCA D/ WIDIA 105 mm ""RHEIN""",32898.33,#REF!,#REF!,#REF!
6182,,,,0.0,#REF!,#REF!,#REF!
6183,,,SIERRAS CIRCULARES DE WIDIA,0.0,#REF!,#REF!,#REF!
6184,,SW4520,"SIERRA DE WIDIA "" ROTTWEILER ""  4.5"" x 20 dientes",1981.58,#REF!,#REF!,#REF!
6185,,SW4524,"SIERRA DE WIDIA "" ROTTWEILER ""  4.5"" x 24 dientes",2078.64,#REF!,#REF!,#REF!
6186,,SW4530,"SIERRA DE WIDIA "" ROTTWEILER ""  4.5"" x 30 dientes",2184.91,#REF!,#REF!,#REF!
6187,,SW4536,"SIERRA DE WIDIA "" ROTTWEILER ""  4.5"" x 36 dientes",2344.67,#REF!,#REF!,#REF!
6188,,SW4540,"SIERRA DE WIDIA "" ROTTWEILER ""  4.5"" x 40 dientes",2527.45,#REF!,#REF!,#REF!
6189,,SW724,"SIERRA DE WIDIA "" ROTTWEILER ""  7"" x 24 dientes",3634.78,#REF!,#REF!,#REF!
6190,,SW730,"SIERRA DE WIDIA "" ROTTWEILER ""  7"" x 30 dientes",3923.84,#REF!,#REF!,#REF!
6191,,SW736,"SIERRA DE WIDIA "" ROTTWEILER ""  7"" x 36 dientes",4416.93,#REF!,#REF!,#REF!
6192,,SW748,"SIERRA DE WIDIA "" ROTTWEILER ""  7"" x 48 dientes",5194.47,#REF!,#REF!,#REF!
6193,,SW760,"SIERRA DE WIDIA "" ROTTWEILER ""  7"" x 60 dientes",5701.28,#REF!,#REF!,#REF!
6194,,SW930,"SIERRA DE WIDIA "" ROTTWEILER ""  9"" x 30 dientes",5584.13,#REF!,#REF!,#REF!
6195,,SW936,"SIERRA DE WIDIA "" ROTTWEILER ""  9"" x 36 dientes",6064.82,#REF!,#REF!,#REF!
6196,,SW948,"SIERRA DE WIDIA "" ROTTWEILER ""  9"" x 48 dientes",7266.03,#REF!,#REF!,#REF!
6197,,SW960,"SIERRA DE WIDIA "" ROTTWEILER ""  9"" x 60 dientes",9953.24,#REF!,#REF!,#REF!
6198,,SW1030,"SIERRA DE WIDIA "" ROTTWEILER "" 10"" x 30 dientes",7944.74,#REF!,#REF!,#REF!
6199,,SW1040,"SIERRA DE WIDIA "" ROTTWEILER "" 10"" x 40 dientes",9403.11,#REF!,#REF!,#REF!
6200,,SW1236,"SIERRA DE WIDIA "" ROTTWEILER "" 12"" x 36 dientes",12754.87,#REF!,#REF!,#REF!
6201,,SW1248,"SIERRA DE WIDIA "" ROTTWEILER "" 12"" x 48 dientes",14980.16,#REF!,#REF!,#REF!
6202,,SW1260,"SIERRA DE WIDIA "" ROTTWEILER "" 12"" x 60 dientes",15675.16,#REF!,#REF!,#REF!
6203,,SW14100,"SIERRA DE WIDIA "" ROTTWEILER "" 14"" x 100 dientes",21980.51,#REF!,#REF!,#REF!
6204,,SW1448,"SIERRA DE WIDIA "" ROTTWEILER "" 14"" x 48 dientes",18731.84,#REF!,#REF!,#REF!
6205,,SW1460,"SIERRA DE WIDIA "" ROTTWEILER "" 14"" x 60 dientes",20555.79,#REF!,#REF!,#REF!
6206,,SW16100,"SIERRA DE WIDIA "" ROTTWEILER "" 16"" x 100 dientes",31930.91,#REF!,#REF!,#REF!
6207,,SW1660,"SIERRA DE WIDIA "" ROTTWEILER "" 16"" x 60 dientes",27914.62,#REF!,#REF!,#REF!
6208,,SW1680,"SIERRA DE WIDIA "" ROTTWEILER "" 16"" x 80 dientes",29594.75,#REF!,#REF!,#REF!
6209,,,,0.0,#REF!,#REF!,#REF!
6210,,,"SIERRAS DE WIDIA K20  ""RHEIN""",0.0,#REF!,#REF!,#REF!
6211,,SW4524R,"SIERRA DE WIDIA K20  4.5"" x 24 dientes ""RHEIN""",2804.3,#REF!,#REF!,#REF!
6212,,SW4530R,"SIERRA DE WIDIA K20  4.5"" x 30 dientes ""RHEIN""",3066.39,#REF!,#REF!,#REF!
6213,,SW4536R,"SIERRA DE WIDIA K20  4.5"" x 36 dientes ""RHEIN""",3776.1,#REF!,#REF!,#REF!
6214,,SW4540R,"SIERRA DE WIDIA K20  4.5"" x 40 dientes ""RHEIN""",3943.83,#REF!,#REF!,#REF!
6215,,SW724R,"SIERRA DE WIDIA K20  7"" x 24 dientes ""RHEIN""",4385.69,#REF!,#REF!,#REF!
6216,,SW730R,"SIERRA DE WIDIA K20  7"" x 30 dientes ""RHEIN""",4772.1,#REF!,#REF!,#REF!
6217,,SW740R,"SIERRA DE WIDIA K20  7"" x 40 dientes ""RHEIN""",5837.12,#REF!,#REF!,#REF!
6218,,SW748R,"SIERRA DE WIDIA K20  7"" x 48 dientes ""RHEIN""",6326.02,#REF!,#REF!,#REF!
6219,,SW760R,"SIERRA DE WIDIA K20  7"" x 60 dientes ""RHEIN""",7235.35,#REF!,#REF!,#REF!
6220,,SW940R,"SIERRA DE WIDIA K20  9"" x 40 dientes ""RHEIN""",8166.91,#REF!,#REF!,#REF!
6221,,SW1036R,"SIERRA DE WIDIA K20 10"" x 36 dientes ""RHEIN""",11158.31,#REF!,#REF!,#REF!
6222,,SW1040R,"SIERRA DE WIDIA K20 10"" x 40 dientes ""RHEIN""",11328.4,#REF!,#REF!,#REF!
6223,,SW1060R,"SIERRA DE WIDIA K20 10"" x 60 dientes ""RHEIN""",17819.27,#REF!,#REF!,#REF!
6224,,SW1248R,"SIERRA DE WIDIA K20 12"" x 48 dientes ""RHEIN""",21773.64,#REF!,#REF!,#REF!
6225,,SW1272R,"SIERRA DE WIDIA K20 12"" x 72 dientes ""RHEIN""",22631.5,#REF!,#REF!,#REF!
6226,,SW1460R,"SIERRA DE WIDIA K20 14"" x 60 dientes ""RHEIN""",26488.17,#REF!,#REF!,#REF!
6227,,SW1496R,"SIERRA DE WIDIA K20 14"" x 96 dientes ""RHEIN""",28797.89,#REF!,#REF!,#REF!
6228,,SW1660R,"SIERRA DE WIDIA K20 16"" x 60 dientes ""RHEIN""",36119.16,#REF!,#REF!,#REF!
6229,,SW1872R,"SIERRA DE WIDIA K20 18"" x 72 dientes ""RHEIN""",68907.93,#REF!,#REF!,#REF!
6230,,SW2060R,"SIERRA DE WIDIA K20 20"" x 60 dientes ""RHEIN""",78319.72,#REF!,#REF!,#REF!
6231,,SW2072R,"SIERRA DE WIDIA K20 20"" x 72 dientes ""RHEIN""",86897.16,#REF!,#REF!,#REF!
6232,,,,0.0,#REF!,#REF!,#REF!
6233,,,SIFONES PARA PILETAS,0.0,#REF!,#REF!,#REF!
6234,,S2B,SIFON DOBLE BACHA - P.V.C. Y PPP. ABRAZ MET,2350.33,#REF!,#REF!,#REF!
6235,,S1B,SIFON SIMPLE BACHA - P.V.C. Y PPP. ABRAZ MET,1450.62,#REF!,#REF!,#REF!
6236,,S1BC,SIFON SIMPLE CHATO,2216.89,#REF!,#REF!,#REF!
6237,,,,0.0,#REF!,#REF!,#REF!
6238,,,"SILICONA RENOVADOR AUTOMOTOR ""SIKA""",0.0,#REF!,#REF!,#REF!
6239,,SSS,"SILICONA RENOVADOR AUTOMOTOR ""SIKA"" x 300 ml",3780.48,#REF!,#REF!,#REF!
6240,,,,0.0,#REF!,#REF!,#REF!
6241,,,"SODA CAUSTICA ""HUNTER""",0.0,#REF!,#REF!,#REF!
6242,,SCH1,"SODA CAUSTICA x 1 kg ""HUNTER""",702.67,#REF!,#REF!,#REF!
6243,,,,0.0,#REF!,#REF!,#REF!
6244,,,SOGA DE REMOLQUE,0.0,#REF!,#REF!,#REF!
6245,,SR,SOGA REMOLQUE PARA AUTOS 3.80 mts,4265.66,#REF!,#REF!,#REF!
6246,,,,0.0,#REF!,#REF!,#REF!
6247,,,SOGA ELASTICA,0.0,#REF!,#REF!,#REF!
6248,,SEL6,SOGA ELASTICA 6 mm.,242.05,#REF!,#REF!,#REF!
6249,,,,0.0,#REF!,#REF!,#REF!
6250,,,SOGA ELASTICA CON GANCHOS,0.0,#REF!,#REF!,#REF!
6251,,1970-09-01 00:00:00,SOGA ELASTICA PLANA x 70 cm (TOV3337),4809.07,#REF!,#REF!,#REF!
6252,,SE2P,SOGA ELASTICA x 0.75 m 2 GANCHOS X 2 u. (TOV2744),947.1,#REF!,#REF!,#REF!
6253,,,,0.0,#REF!,#REF!,#REF!
6254,,,SOGAS DE POLIPROPILENO TRENZADO,0.0,#REF!,#REF!,#REF!
6255,,SPT3,SOGA DE POLIPROPILENO TRENZADO  NO.  3,32.92,#REF!,#REF!,#REF!
6256,,SPT4,SOGA DE POLIPROPILENO TRENZADO  NO.  4,37.52,#REF!,#REF!,#REF!
6257,,SPT5,SOGA DE POLIPROPILENO TRENZADO  NO.  5,50.85,#REF!,#REF!,#REF!
6258,,SPT6,SOGA DE POLIPROPILENO TRENZADO  NO.  6,64.63,#REF!,#REF!,#REF!
6259,,SPT7,SOGA DE POLIPROPILENO TRENZADO  NO.  7,96.74,#REF!,#REF!,#REF!
6260,,SPT8,SOGA DE POLIPROPILENO TRENZADO  NO.  8,129.12,#REF!,#REF!,#REF!
6261,,SPT10,SOGA DE POLIPROPILENO TRENZADO  NO. 10,193.75,#REF!,#REF!,#REF!
6262,,SPT12,SOGA DE POLIPROPILENO TRENZADO  NO. 12,290.22,#REF!,#REF!,#REF!
6263,,SPT14,SOGA DE POLIPROPILENO TRENZADO  NO. 14,400.96,#REF!,#REF!,#REF!
6264,,SPT16,SOGA DE POLIPROPILENO TRENZADO  NO. 16,488.53,#REF!,#REF!,#REF!
6265,,SPT18,SOGA DE POLIPROPILENO TRENZADO  NO. 18,633.71,#REF!,#REF!,#REF!
6266,,SPT20,SOGA DE POLIPROPILENO TRENZADO  NO. 20,769.14,#REF!,#REF!,#REF!
6267,,,,0.0,#REF!,#REF!,#REF!
6268,,,SOGAS DE PVC FORRADAS,0.0,#REF!,#REF!,#REF!
6269,,SE4,SOGA PVC ENVAINADA 4 mm.,65.7,#REF!,#REF!,#REF!
6270,,SE5,SOGA PVC ENVAINADA 5 mm.,93.96,#REF!,#REF!,#REF!
6271,,SE6,SOGA PVC ENVAINADA 6 mm.,131.29,#REF!,#REF!,#REF!
6272,,SE8,SOGA PVC ENVAINADA 8 mm.,223.29,#REF!,#REF!,#REF!
6273,,,,0.0,#REF!,#REF!,#REF!
6274,,,SOLDADOR TIPO LAPIZ IMPORTADO,0.0,#REF!,#REF!,#REF!
6275,,SETL40,SOLDADOR ELECTRICO T/ LAPIZ 40 w IMPORTADO (9860),1128.85,#REF!,#REF!,#REF!
6276,,,,0.0,#REF!,#REF!,#REF!
6277,,,"SOLDADORAS ""THUNDER""",0.0,#REF!,#REF!,#REF!
6278,,ITE8250,SOLDADORA INV. TIG 6500 w. AMP 20/250 - ITE8250 **,102897.84,#REF!,#REF!,#REF!
6279,,SE4855,SOLDADORA INVERTER 100 amp. (TL04856) **,60564.0,#REF!,#REF!,#REF!
6280,,SE4880,SOLDADORA INVERTER 200 amp. (TR04880) **,101850.0,#REF!,#REF!,#REF!
6281,,SE4955,SOLDADORA MIG INVERTER 160 amp. (TL04955) **,209037.05,#REF!,#REF!,#REF!
6282,,SE4980,SOLDADORA MIG INVERTER 240 amp. (TL04980) **,327288.93,#REF!,#REF!,#REF!
6283,,,,0.0,#REF!,#REF!,#REF!
6284,,,SOLDADORAS INVERTER ISARD,0.0,#REF!,#REF!,#REF!
6285,,SITM,SOLDADORA INVERTER TIG - 250 AMP. TIG/MMA ISARD**,198365.23,#REF!,#REF!,#REF!
6286,,,,0.0,#REF!,#REF!,#REF!
6287,,,"SOLDADORES ELECTRICOS ""CI-MURAT""",0.0,#REF!,#REF!,#REF!
6288,,SER60,SOLDADOR ELECT. P/RECTA  60 w. CI-MURAT,4501.2,#REF!,#REF!,#REF!
6289,,SER75,SOLDADOR ELECT. P/RECTA  75 w. CI-MURAT,4501.2,#REF!,#REF!,#REF!
6290,,SER100,SOLDADOR ELECT. P/RECTA 100 w. CI-MURAT,5906.01,#REF!,#REF!,#REF!
6291,,SER160,SOLDADOR ELECT. P/RECTA 160 w. CI-MURAT,9597.72,#REF!,#REF!,#REF!
6292,,SER200,SOLDADOR ELECT. P/RECTA 200 w. CI-MURAT,12371.04,#REF!,#REF!,#REF!
6293,,SEL40,SOLDADOR ELECT. T/LAPIZ 40 w. CI-MURAT,3521.1,#REF!,#REF!,#REF!
6294,,SEL60,SOLDADOR ELECT. T/LAPIZ 60 w. CI-MURAT,4501.2,#REF!,#REF!,#REF!
6295,,,,0.0,#REF!,#REF!,#REF!
6296,,,SOPAPAS PARA PILETA DE BRONCE,0.0,#REF!,#REF!,#REF!
6297,,SPB112,"SOPAPA P/PILETA BRONCE 1 1/2""",1871.8,#REF!,#REF!,#REF!
6298,,SPB2,"SOPAPA P/PILETA BRONCE 2""",2180.18,#REF!,#REF!,#REF!
6299,,,,0.0,#REF!,#REF!,#REF!
6300,,,SOPAPAS PARA PILETA DE PVC,0.0,#REF!,#REF!,#REF!
6301,,SPVC112,"SOPAPA PVC CON FILTRO ACERO 1 1/2""",387.11,#REF!,#REF!,#REF!
6302,,SPVC112G,"SOPAPA PVC CON FILTRO ACERO 1 1/2"" ""GINYPLAS""",902.26,#REF!,#REF!,#REF!
6303,,SPVC2,"SOPAPA PVC CON FILTRO ACERO 2""",387.11,#REF!,#REF!,#REF!
6304,,SPVC2G,"SOPAPA PVC CON FILTRO ACERO 2"" ""GINYPLAS""",1055.94,#REF!,#REF!,#REF!
6305,,SPVCR112,"SOPAPA PVC FILTRO ACERO CON ROSCA DE 1 1/4""",388.09,#REF!,#REF!,#REF!
6306,,SPVCR2,"SOPAPA PVC FILTRO ACERO CON ROSCA DE 11/2""",427.87,#REF!,#REF!,#REF!
6307,,,,0.0,#REF!,#REF!,#REF!
6308,,,SOPAPAS PARA VIDRIEROS,0.0,#REF!,#REF!,#REF!
6309,,SVD,SOPAPA PARA VIDRIERO DOBLE 8tov-15),2691.17,#REF!,#REF!,#REF!
6310,,SVM,SOPAPA PARA VIDRIERO MINI (tov-3791),825.56,#REF!,#REF!,#REF!
6311,,SVS,SOPAPA PARA VIDRIERO SIMPLE (tov-3745),1359.75,#REF!,#REF!,#REF!
6312,,,,0.0,#REF!,#REF!,#REF!
6313,,,SOPLETES PARA CARTUCHO DE GAS BUTANO,0.0,#REF!,#REF!,#REF!
6314,,SPCEE,SOPLETE PARA CARTUCHO C/ ENC. ELECTRONICO,5815.41,#REF!,#REF!,#REF!
6315,,SPCSC,SOPLETE PARA CARTUCHO SISTEMA CLIP,3992.88,#REF!,#REF!,#REF!
6316,,,,0.0,#REF!,#REF!,#REF!
