,Unnamed: 0,Unnamed: 1,Unnamed: 2
1150,,"MECHA WIDIA -  SERIE LARGA 14 mm ""EZETA""",MWEL14
1151,,ADAPTADOR SDS PLUS,ASDS
1152,,"MECHA SDS PLUS ""ESSAMET""   5 x 110 mm.",MS5110
1153,,"MECHA SDS PLUS ""ESSAMET""   5 x 160 mm.",MS5160
1154,,"MECHA SDS PLUS ""ESSAMET""   6 x 110 mm.",MS6110
1155,,"MECHA SDS PLUS ""ESSAMET""   6 x 160 mm.",MS6160
1156,,"MECHA SDS PLUS ""ESSAMET""   8 x 110 mm.",MS8110
1157,,"MECHA SDS PLUS ""ESSAMET""   8 x 160 mm.",MS8160
1158,,"MECHA SDS PLUS ""ESSAMET""   8 x 210 mm.",MS8210
1159,,"MECHA SDS PLUS ""ESSAMET""   8 x 300 mm.",MS8300
1160,,"MECHA SDS PLUS ""ESSAMET""   8 x 460 mm.",MS8460
1161,,"MECHA SDS PLUS ""ESSAMET""  10 x 110 mm.",MS10110
1162,,"MECHA SDS PLUS ""ESSAMET""  10 x 160 mm.",MS10160
1163,,"MECHA SDS PLUS ""ESSAMET""  10 x 210 mm.",MS10210
1164,,"MECHA SDS PLUS ""ESSAMET""  10 x 350 mm.",MS10350
1165,,"MECHA SDS PLUS ""ESSAMET""  10 X 460 mm.",MS10460
1166,,"MECHA SDS PLUS ""ESSAMET""  12 x 160 mm.",MS12160
1167,,"MECHA SDS PLUS ""ESSAMET""  12 x 210 mm.",MS12210
1168,,"MECHA SDS PLUS ""ESSAMET""  12 x 350 mm.",MS12350
1169,,"MECHA SDS PLUS ""ESSAMET""  12 X 460 mm.",MS12460
1170,,"MECHA SDS PLUS ""ESSAMET""  14 x 160 mm.",MS14160
1171,,"MECHA SDS PLUS ""ESSAMET""  14 x 210 mm.",MS14210
1172,,"MECHA SDS PLUS ""ESSAMET""  14 x 350 mm.",MS14350
1173,,"MECHA SDS PLUS ""ESSAMET""  16 x 210 mm.",MS16210
1174,,"MECHA SDS PLUS ""ESSAMET""  16 x 300 mm.",MS16300
1175,,"MECHA SDS PLUS ""ESSAMET""  16 x 350 mm.",MS16350
1176,,"MECHA SDS PLUS ""ESSAMET""  18 x 210 mm.",MS18210
1177,,"MECHA SDS PLUS ""ESSAMET""  18 x 300 mm.",MS18300
1178,,"MECHA SDS PLUS ""ESSAMET""  18 x 460 mm.",MS18460
1179,,"MECHA SDS PLUS ""ESSAMET""  20 x 300 mm.",MS20300
1180,,"MECHA SDS PLUS ""ESSAMET""  20 x 460 mm.",MS20460
1181,,"MECHA SDS PLUS ""ESSAMET""  22 x 250 mm.",MS22250
1182,,"MECHA SDS PLUS ""ESSAMET""  22 x 350 mm.",MS22350
1183,,"MECHA SDS PLUS ""ESSAMET""  24 x 250 mm.",MS24250
1184,,"MECHA SDS PLUS ""ESSAMET""  25 x 250 mm.",MS25250
1185,,METROS MADERA  SIMPLES CUZCO,MMSC
1186,,METROS MADERA DOBLES CUZCO,MMDC
1187,,"MEZCLA ADHESIVA EXTERIOR ""HUNTER MIX"" x 1250 grs.",MIXE1250
1188,,"MEZCLA ADHESIVA INTERIOR ""HUNTER MIX"" x 1250 grs.",MIXI1250
1189,,MOSQUETON A BOTON NO. 1 ZAMAK 49 mm.,MBZ1
1190,,MOSQUETON A BOTON NO. 2 ZAMAK 54 mm.,MBZ2
1191,,MOSQUETON A BOTON NO. 3 ZAMAK 59 mm.,MBZ3
1192,,MOSQUETON A BOTON NO. 4 ZAMAK 76 mm.,MBZ4
1193,,MOSQUETON A BOTON NO. 5 ZAMAK 85 mm.,MBZ5
1194,,MOSQUETON A BOTON NO. 6 ZAMAK 100 mm.,MBZ6
1195,,MOSQUETON LENGUETA NO. 1 - EL ABUELO -,MLA1
1196,,MOSQUETON LENGUETA NO. 2 - EL ABUELO -,MLA2
1197,,MOSQUETON LENGUETA NO. 3 - EL ABUELO -,MLA3
1198,,MOSQUETON LENGUETA NO. 4 - EL ABUELO -,MLA4
1199,,MOSQUETON LENGUETA NO. 5 - EL ABUELO -,MLA5
1200,,MOSQUETON ALUMINIO A COLOR 6 cm. (blister x 12 u.),MAC12
1201,,PALA ESTAMPADA CARBONERA MOISES,PECM
1202,,"PALAS ESTAMPADAS "" MOISES "" ANCHA",PEMA
1203,,"PALAS ESTAMPADAS "" MOISES "" CESPED",PEMC
1204,,"PALAS ESTAMPADAS "" MOISES "" PUNTA",PEMP
1205,,PASADOR CERROJO C/PORTAC. 10 cms. ZINC.- 12 unid.,PCP10
1206,,PASADOR CERROJO C/PORTAC. 12 cms. ZINC.- 12 unid.,PCP12
1207,,PASADOR CERROJO C/PORTAC. 14 cms. ZINC.- 6 unid.,PCP14
1208,,PASADOR CERROJO C/PORTAC. 19 cms. ZINC.- 6 unid.,PCP17
1209,,PASADOR CERROJO C/PORT. FORJADO 15 cm.,PCF15
1210,,PASADOR CERROJO C/PORT. FORJADO 20 cm.,PCF20
1211,,PASADOR CERROJO C/PORT. FORJADO 25 cm.,PCF25
1212,,PASADOR CHATO C/PORT. FORJADO 10 cm.,PFCH10
1213,,PASADOR CHATO C/PORT. FORJADO 15 cm.,PFCH15
1214,,PASADOR CHATO C/PORT. FORJADO 20 cm.,PFCH20
1215,,PASADOR REDONDO FORJADO 20 cm.,PFR20
1216,,PASADOR REDONDO FORJADO 30 cm.,PFR30
1217,,PERCHA ALUMINIO NIQUEL 1 GANCHO,PANI1
1218,,PERCHA ALUMINIO NIQUEL 2 GANCHO,PANI2
1219,,PERCHA ALUMINIO PINTADO 1 GANCHO,PAPI1
1220,,PERCHA ALUMINIO PINTADO 2 GANCHOS,PAPI2
1221,,PERCHA ALUMINIO PULIDO 1 GANCHO,PAPU1
1222,,PERCHA ALUMINIO PULIDO 2 GANCHOS,PAPU2
1223,,PERCHA ALUMINIO SIMIL ORO 1 GANCHO,PASO1
1224,,PERCHA ALUMINIO SIMIL ORO 2 GANCHO,PASO2
1225,,PERCHA CUADRADA BLANCA  ART. 3001- BLISTER x 16 un,PCB
1226,,PERCHA MINI ART. 2001 BLISTER x 6 unid.,PM
1227,,PERCHA OVAL BLANCA ART. 4001 - BLISTER x 16 unid.,POB
1228,,PERCHA PARA TAZAS ART.1001 BLISTER x 6 unid.,PPT
1229,,PICO FORJADO IMPORT.PUNTA Y PALA 76 mm.,PFI
1230,,PICO FORJADO CON CABO 88 mm. TRAMONTINA,PFCCT
1231,,"PIEDRA AFILAR DOBLE FAZ 8""   NEON",PADF8
1232,,PIEDRA PARA GUADAÑAS,PAGU
1233,,PINCEL CERDA BLANCA  ESSAMET     1/2,PCBE12
1234,,PINCEL CERDA BLANCA  ESSAMET     3/4,PCBE34
1235,,PINCEL CERDA BLANCA  ESSAMET    1,PCBE1
1236,,PINCEL CERDA BLANCA  ESSAMET    11/2,PCBE112
1237,,PINCEL CERDA BLANCA  ESSAMET    2,PCBE2
1238,,PINCEL CERDA BLANCA  ESSAMET    21/2,PCBE212
1239,,PINCEL CERDA BLANCA  ESSAMET   3,PCBE3
1240,,PINCEL CERDA BLANCA  ESSAMET   4,PCBE4
1241,,PINCEL CERDA BLANCA PRO ESSAMET VIROLA 2    1/2,PCBP12
1242,,PINCEL CERDA BLANCA PRO ESSAMET VIROLA 2    3/4,PCBP34
1243,,PINCEL CERDA BLANCA PRO ESSAMET VIROLA 2   1,PCBP1
1244,,PINCEL CERDA BLANCA PRO ESSAMET VIROLA 2   1 1/2,PCBP112
1245,,PINCEL CERDA BLANCA PRO ESSAMET VIROLA 2   2,PCBP2
1246,,PINCEL CERDA BLANCA PRO ESSAMET VIROLA 2   2 1/2,PCBP212
1247,,PINCEL CERDA BLANCA PRO ESSAMET VIROLA 2  3,PCBP3
1248,,PINCEL CERDA BLANCA PRO ESSAMET VIROLA 2  4,PCBP4
1249,,PINCELETA CERDA BLANCA  40 (P404B),PCB40
1250,,PINCELETA CERDA GRIS 40 (P404G),PCG40
1251,,"PINTURA ASFALTICA x 1 lt. ""INSTAL-PROF""",PAS1
1252,,"PINTURA ASFALTICA x 4 lts. ""INSTAL-PROF""",PAS4
1253,,BARNIZ MARINO x  1/2 l.,BM12
1254,,BARNIZ MARINO x 1 l.,BM1
1255,,BARNIZ MARINO x 4 l.,BM4
1256,,BARNIZ SINT. BRILLANTE x   1/4 l.,BSB14
1257,,BARNIZ SINT. BRILLANTE x  1/2 l.,BSB12
1258,,BARNIZ SINT. BRILLANTE x 1 l.,BSB1
1259,,BARNIZ SINT. BRILLANTE x 4 l,BSB4
1260,,BARNIZ SINT. MATE x  1/2 l.,BSM12
1261,,BARNIZ SINT. MATE x 1 l.,BSM1
1262,,BARNIZ SINT. SATINADO x  1/2 l.,BSS12
1263,,BARNIZ SINT. SATINADO x 1 l.,BSS1
1264,,ENDUIDO PLASTICO INTERIOR x 1 l.,EI1
1265,,ENDUIDO PLASTICO INTERIOR x 10 l.,EI10
1266,,ENDUIDO PLASTICO INTERIOR x 20 l.,EI20
1267,,ENDUIDO PLASTICO INTERIOR x 4 l.,EI4
1268,,ENDUIDO PLASTICO INT-EXT x 1 l.,EP1
1269,,ENDUIDO PLASTICO INT-EXT x 10 l.,EPI10
1270,,ENDUIDO PLASTICO INT-EXT x 20 l.,EPI20
1271,,ENDUIDO PLASTICO INT-EXT x 4 l.,EP4
1272,,ESMALTE SINT. ALUMINIO x   1/4 l. 3en1,ESAL14
1273,,ESMALTE SINT. ALUMINIO x  1/2 l.  3en1,ESAL12
1274,,ESMALTE SINT. ALUMINIO x 1 l.  3en1,ESAL1
1275,,ESMALTE SINT. AMARILLO x   1/4 l.  3en1,ESA14
1276,,ESMALTE SINT. AMARILLO x  1/2 l.  3en1,ESA12
1277,,ESMALTE SINT. AMARILLO x 1 l.  3en1,ESA1
1278,,ESMALTE SINT. AMARILLO x 4 l.  3en1,ESA4
1279,,ESMALTE SINT. AZUL MARINO x   1/4 l. 3 en 1,ESAM14
1280,,ESMALTE SINT. AZUL MARINO x  1/2 l.,ESAM12
1281,,ESMALTE SINT. AZUL MARINO x 1 l.,ESAM1
1282,,ESMALTE SINT. AZUL MARINO x 4 l.,ESAM4
1283,,ESMALTE SINT. AZULEJO x   1/4 l.  3en1,ESAZ14
1284,,ESMALTE SINT. AZULEJO x  1/2 l.  3en1,ESAZ12
1285,,ESMALTE SINT. AZULEJO x 1 l.,ESAZ1
1286,,ESMALTE SINT. BEIGE x   1/4 l.,ESBE14
1287,,ESMALTE SINT. BEIGE x  1/2 l.,ESBE12
1288,,ESMALTE SINT. BEIGE x 1 l. 3en1,ESBE1
1289,,ESMALTE SINT. BERMELLON x   1/4 l. 3 en 1,ESB14
1290,,ESMALTE SINT. BERMELLON x  1/2 l.,ESB12
1291,,ESMALTE SINT. BERMELLON x 1 l. 3 en 1,ESB1
1292,,ESMALTE SINT. BERMELLON x 4 l.,ESB4
1293,,ESMALTE SINT. BLANCO MATE x   1/4 l. 3en1,ESBM14
1294,,ESMALTE SINT. BLANCO MATE x  1/2 l. 3en1,ESBM12
1295,,ESMALTE SINT. BLANCO MATE x 1 l. 3en1,ESBM1
1296,,ESMALTE SINT. BLANCO SATINADO x   1/4 l. 3en1,ESBS14
1297,,ESMALTE SINT. BLANCO SATINADO x  1/2 l. 3en1,ESBS12
1298,,ESMALTE SINT. BLANCO SATINADO x 1 l. 3en1,ESBS1
1299,,ESMALTE SINT. BLANCO SATINADO x 4 l. 3en1,ESBS4
1300,,ESMALTE SINT. BLANCO x   1/4 l. 3en1,ESBL14
1301,,ESMALTE SINT. BLANCO x  1/2 l. 3en1,ESBL12
1302,,ESMALTE SINT. BLANCO x 1 l. 3 en 1,ESBL1
1303,,ESMALTE SINT. BLANCO x 4 l. 3en1,ESBL4
1304,,ESMALTE SINT. CELESTE x   1/4 l.,ESC14
1305,,ESMALTE SINT. CELESTE x  1/2 l. 3 en 1,ESC12
1306,,ESMALTE SINT. CELESTE x 1 l.,ESC1
1307,,ESMALTE SINT. FONDO BLANCO x  1/2 l.,ESFB12
1308,,ESMALTE SINT. FONDO BLANCO x 1 l.,ESFB1
1309,,ESMALTE SINT. GRIS PERLA x   1/4 l.,ESGP14
1310,,ESMALTE SINT. GRIS x   1/4 l.,ESG14
1311,,ESMALTE SINT. GRIS x  1/2 l. 3en1,ESG12
1312,,ESMALTE SINT. GRIS x 1 l.,ESG1
1313,,ESMALTE SINT. GRIS x 4 l.,ESG4
1314,,ESMALTE SINT. MARFIL x   1/4 l.,ESM14
1315,,ESMALTE SINT. MARFIL x  1/2 l.,ESM12
1316,,ESMALTE SINT. MARFIL x 1 l.,ESM1
1317,,ESMALTE SINT. NARANJA x   1/4 l.,ESN14
1318,,ESMALTE SINT. NARANJA x  1/2 l.,ESN12
1319,,ESMALTE SINT. NARANJA x 1 l.,ESN1
1320,,ESMALTE SINT. NEGRO MATE x   1/4 l. 3en1,ESNM14
1321,,ESMALTE SINT. NEGRO MATE x  1/2 l. 3en1,ESNM12
1322,,ESMALTE SINT. NEGRO MATE x 1 l. 3en1,ESNM1
1323,,ESMALTE SINT. NEGRO MATE x 4 l. 3en1,ESNM4
1324,,ESMALTE SINT. NEGRO SATINADO x   1/4 l. 3en1,ESNS14
1325,,ESMALTE SINT. NEGRO SATINADO x  1/2 l. 3en1,ESNS12
1326,,ESMALTE SINT. NEGRO SATINADO x 1 l. 3en1,ESNS1
1327,,ESMALTE SINT. NEGRO SATINADO x 4 l. 3en1,ESNS4
1328,,ESMALTE SINT. NEGRO x   1/4 l. 3en1,ESNE14
1329,,ESMALTE SINT. NEGRO x  1/2 l. 3 en 1,ESNE12
1330,,ESMALTE SINT. NEGRO x 1 l. 3en1,ESNE1
1331,,ESMALTE SINT. NEGRO x 4 l. 3en1,ESNE4
1332,,ESMALTE SINT. TABACO x   1/4 l.,EST14
1333,,ESMALTE SINT. TABACO x  1/2 l. 3 en 1,EST12
1334,,ESMALTE SINT. TABACO x 1 l. 3en1,EST1
1335,,ESMALTE SINT. TRAFUL x   1/4 l.,ESTR14
1336,,ESMALTE SINT. TRAFUL x  1/2 l.,ESTR12
1337,,ESMALTE SINT. VERDE INGLES x   1/4 l. 3 en 1,ESVI14
1338,,ESMALTE SINT. VERDE INGLES x  1/2 l. 3 en 1,ESVI12
1339,,ESMALTE SINT. VERDE INGLES x 1 l. 3en1,ESVI1
1340,,ESMALTE SINT. VERDE INGLES x 4 l. 3 en 1,ESVI4
1341,,ESMALTE SINT. VIOLETA x   1/4 l. 3en1,ESV14
1342,,ESMALTE SINT. VIOLETA x  1/2 l.,ESV12
1343,,ESMALTE SINT. VIOLETA x 1 l. 3en1,ESV1
1344,,FONDO CROMATO ROJO x  1/2 l.,FCR12
1345,,FONDO CROMATO ROJO x 1 l.,FCR1
1346,,LATEX ACRILICO INT-EXT x  1 l.,LAIE1
1347,,LATEX ACRILICO INT-EXT x  4 l.,LAIE4
1348,,LATEX ACRILICO INT-EXT x 10 l.,LAIE10
1349,,LATEX ACRILICO INT-EXT x 20 l.,LAIE20
1350,,PINTURA AEROSOL 240 cc. ALUM.ALTA TEMP.,PAATA
1351,,PINTURA AEROSOL 240 cc. AMARILLO,PAAM
1352,,PINTURA AEROSOL 240 cc. ANTIOXIDO,PAA
1353,,PINTURA AEROSOL 240 cc. AZUL AZULEJO,PAAZUL
1354,,PINTURA AEROSOL 240 cc. AZUL MARINO,PAAZM
1355,,PINTURA AEROSOL 240 cc. AZUL TRAFUL,PAAZC
1356,,PINTURA AEROSOL 240 cc. BARNIZ,PABA
1357,,PINTURA AEROSOL 240 cc. BARNIZ MARINO,PABAMA
1358,,PINTURA AEROSOL 240 cc. BARNIZ MATE,PABAM
1359,,PINTURA AEROSOL 240 cc. BEIGE,PABEI
1360,,PINTURA AEROSOL 240 cc. BERMELLON,PAB
1361,,PINTURA AEROSOL 240 cc. BLANCO BRILLANTE,PABB
1362,,PINTURA AEROSOL 240 cc. BLANCO MATE,PABM
1363,,PINTURA AEROSOL 240 cc. BLANCO SATINADO,PABS
1364,,PINTURA AEROSOL 240 cc. CELESTE,PACE
1365,,PINTURA AEROSOL 240 cc. CONVERTIDOR BLANCO,PACB
1366,,PINTURA AEROSOL 240 cc. CONVERTIDOR NEGRO,PACN
1367,,PINTURA AEROSOL 240 cc. CONVERTIDOR ROJO LADRILLO,PACBE
1368,,PINTURA AEROSOL 240 cc. CONVERTIDOR VERDE INGLES,PACVI
1369,,PINTURA AEROSOL 240 cc. FLUOR AMARILLO,PAFLA
1370,,PINTURA AEROSOL 240 cc. FLUOR NARANJA,PAFLN
1371,,PINTURA AEROSOL 240 cc. FLUOR ROJO,PAFLR
1372,,PINTURA AEROSOL 240 cc. FLUOR ROSADO,PAFLROS
1373,,PINTURA AEROSOL 240 cc. FLUOR VERDE,PAFLV
1374,,PINTURA AEROSOL 240 cc. GRIS ESPACIAL,PAGE
1375,,PINTURA AEROSOL 240 cc. GRIS OSCURO,PAGO
1376,,PINTURA AEROSOL 240 cc. GRIS PERLA,PAG
1377,,PINTURA AEROSOL 240 cc. LILA,PALI
1378,,PINTURA AEROSOL 240 cc. MARFIL,PACR
1379,,PINTURA AEROSOL 240 cc. METAL. BRONCE,PAMBR
1380,,PINTURA AEROSOL 240 cc. METAL. COBRE,PAMCO
1381,,PINTURA AEROSOL 240 cc. METAL. CROMADO,PAMCR
1382,,PINTURA AEROSOL 240 cc. METAL. GRAFITO,PAMGR
1383,,PINTURA AEROSOL 240 cc. METAL. ORO,PAMOR
1384,,PINTURA AEROSOL 240 cc. METAL. PLATA,PAMPL
1385,,PINTURA AEROSOL 240 cc. NARANJA,PAN
1386,,PINTURA AEROSOL 240 cc. NEGRO ALTA TEMP.,PANAT
1387,,PINTURA AEROSOL 240 cc. NEGRO BRILLANTE,PANB
1388,,PINTURA AEROSOL 240 cc. NEGRO MATE,PANM
1389,,PINTURA AEROSOL 240 cc. NEGRO SATINADO,PANS
1390,,PINTURA AEROSOL 240 cc. PASTEL AMARILLO,PAPAM
1391,,PINTURA AEROSOL 240 cc. PASTEL CELESTE,PAPCE
1392,,PINTURA AEROSOL 240 cc. PASTEL GRIS PERLA,PAPGP
1393,,PINTURA AEROSOL 240 cc. PASTEL LILA,PAPLI
1394,,PINTURA AEROSOL 240 cc. PASTEL ROSADO,PAPRO
1395,,PINTURA AEROSOL 240 cc. PASTEL VERDE CLARO,PAPVC
1396,,PINTURA AEROSOL 240 cc. ROJO VIVO,PARV
1397,,PINTURA AEROSOL 240 cc. ROSADO,PAR
1398,,PINTURA AEROSOL 240 cc. TABACO,PATA
1399,,PINTURA AEROSOL 240 cc. UVA,PAU
1400,,PINTURA AEROSOL 240 cc. VERDE CLARO,PAVC
1401,,PINTURA AEROSOL 240 cc. VERDE INGLES,PAVI
1402,,PINTURA AEROSOL 240 cc. VERDE NOCHE,PAVN
1403,,PINTURA AEROSOL 240 cc. VIOLETA,PAV
1404,,PINTURA AEROSOL 300 cc. CONVERTIDOR AZUL,PACAC
1405,,PINTURA AEROSOL 300 cc. CONVERTIDOR GRIS ESPACIAL,PACGE
1406,,PINZA PORTA ELECTRODOS 300 AMP. IMPORTADA,PPI300
1407,,PINZA PORTA ELECTRODOS 500 AMP. IMPORTADA,PPI500
1408,,PINZA SACABOCADO IMPORTADA  NEON,PSI
1409,,PINZA SEEGER AISLADA C/ 4 PUNTAS,PSA
1410,,PINZA DE MAZA IMPORTADA 300 A,PMI300
1411,,PINZA DE MAZA IMPORTADA 500 A,PMGR
1412,,PISTOLA DE PEGAR CHICA  10 w IMPORTADA,PPCH
1413,,PISTOLA DE PEGAR GRANDE  60 w  IMPORTADA,PPGR
1414,,PITON ABIERTO CON TOPE  5 mm.- 50 unid.,PACT5
1415,,PITON ABIERTO CON TOPE  6 mm - 50 unid.,PACT6
1416,,PITON ABIERTO CON TOPE  8 mm - 50 unid.,PACT8
1417,,PITON ABIERTO CON TOPE 10 mm. - 25 unid.,PACT10
1418,,PITON ABIERTO SIN TOPE  5 mm - 100 unid.,PAST5
1419,,PITON ABIERTO SIN TOPE  6 mm - 100 unid.,PAST6
1420,,PITON ABIERTO SIN TOPE  8 mm - 100 unid.,PAST8
1421,,PITON ABIERTO SIN TOPE 10 mm - 50 unid.,PAST10
1422,,PITON CERRADO CON TOPE  5 mm - 50 unid.,PCCT5
1423,,PITON CERRADO CON TOPE  6 mm - 50 unid.,PCCT6
1424,,PITON CERRADO CON TOPE  8 mm - 50 unid.,PCCT8
1425,,PITON CERRADO CON TOPE 10 mm - 25 unid.,PCCT10
1426,,PITON CERRADO SIN TOPE  5 mm - 100 unid.,PCST5
1427,,PITON CERRADO SIN TOPE  6 mm - 100 unid.,PCST6
1428,,PITON CERRADO SIN TOPE  8 mm - 100 unid.,PCST8
1429,,PITON CERRADO SIN TOPE 10 mm - 50unid.,PCST10
1430,,PITON ESCUADRA CON TOPE  5 mm - 50 unid.,PECT5
1431,,PITON ESCUADRA CON TOPE  6 mm - 50 unid.,PECT6
1432,,PITON ESCUADRA CON TOPE  8 mm - 50 unid.,PECT8
1433,,PITON ESCUADRA CON TOPE 10 mm - 100 unid.,PECT10
1434,,PITON ESCUADRA SIN TOPE  5 mm - 100 unid.,PEST5
1435,,PITON ESCUADRA SIN TOPE  6 mm - 100 unid.,PEST6
1436,,PITON ESCUADRA SIN TOPE  8 mm - 100 unid.,PEST8
1437,,PITON ESCUADRA SIN TOPE 10 mm - 50 unid.,PEST10
1438,,PLANCHETA 2 HORNALLAS 25 x 50 cm,P2550
1439,,PLANCHUELA HIERRO GALV.  50 mm. - 60 unid.,PHG50
1440,,PLANCHUELA HIERRO GALV.  75 mm. - 60 unid.,PHG75
1441,,PLANCHUELA HIERRO GALV. 100 mm. - 60 unid.,PHG100
1442,,PLANCHUELA HIERRO GALV. 125 mm. - 60 unid.,PHG125
1443,,PLANCHUELA HIERRO GALV. 150 mm. - 60 unid.,PHG150
1444,,PLANCHUELA HIERRO GALV. 175 mm. - 60 unid.,PHG175
1445,,PLANCHUELA HIERRO GALV. 200 mm. - 60 unid.,PHG200
1446,,PLOMADA P/ALBAÑIL  200 grs.,PA200
1447,,PLOMADA P/ALBAÑIL  300 grs.,PA300
1448,,PLOMADA P/ALBAÑIL  400 grs.,PA400
1449,,PLOMADA P/ALBAÑIL  500 grs.,PA500
1450,,PLOMADA P/ALBAÑIL  700 grs.,PA700
1451,,POLIETILENO NEGRO 2.00 mts.  100 micr. 100 mts.,PN2100
1452,,POLIETILENO NEGRO 2.00 mts.  200 micr.  50  mts.,PN2200
1453,,POLIETILENO NEGRO 3.00 mts.  100 micr. 100 mts.,PN3100
1454,,POLIETILENO NEGRO 3.00 mts.  200 micr.  50  mts.,PN3200
1455,,POLIETILENO NEGRO 4.00 mts.  100 micr.  100  mts.,PN4100
1456,,POLIETILENO NEGRO 4.00 mts.  200 micr.  50  mts.,PN4200
1457,,POLIETILENO NEGRO 6.00 mts.  200 micr.  50  mts.,PN8200
1458,,POLIETILENO TRANSP. 2.00 mts.  100 micr. 100 mts.,PT2100
1459,,POLIETILENO TRANSP. 3.00 mts.  100 micr. 100 mts.,PT3100
1460,,POLIETILENO TRANSP. 4.00 mts.  200 micr. 50 mts.,PT4200
1461,,PORTACANDADOS 18 X 35 - CHAROLADOS - 24 unid.,P1835
1462,,PORTACANDADOS 18 X 55 - CHAROLADOS - 24 unid.,P1855
1463,,PORTACANDADOS 28 X 80 - CHAROLADOS - 12 unid.,P2880
1464,,PRECINTO PLASTICO 2.5 x 100,P25100N
1465,,PRECINTO PLASTICO 2.5 x 100 BLANCO,P25100B
1466,,PRECINTO PLASTICO 3.6 x 150,P36150N
1467,,PRECINTO PLASTICO 3.6 x 150 BLANCO,P36150B
1468,,PRECINTO PLASTICO 3.6 x 180,P36200N
1469,,PRECINTO PLASTICO 3.6 x 180 BLANCO,P36200B
1470,,PRECINTO PLASTICO 3.6 x 250,P36250N
1471,,PRECINTO PLASTICO 3.6 x 250 BLANCO,P36250B
1472,,PRECINTO PLASTICO 4.8 x 200,P48200N
1473,,PRECINTO PLASTICO 4.8 x 200 BLANCO,P48200B
1474,,PRECINTO PLASTICO 4.8 x 250,P48250N
1475,,PRECINTO PLASTICO 4.8 x 250 BLANCO,P48250B
1476,,PRECINTO PLASTICO 4.8 x 300,P48300N
1477,,PRECINTO PLASTICO 4.8 x 300 BLANCO,P48300B
1478,,PRECINTO PLASTICO 4.8 x 350,P48350N
1479,,PRECINTO PLASTICO 4.8 x 350 BLANCO,P48350B
1480,,PRECINTO PLASTICO 4.8 x 375 GRIS PLATA,P48375G
1481,,PRECINTO PLASTICO 4.8 x 400,P48400N
1482,,PRECINTO PLASTICO 4.8 x 400 BLANCO,P48400B
1483,,PRECINTO PLASTICO 4.8 x 450 BLANCO,P48450B
1484,,PRECINTO PLASTICO 7.2 x 300,P72300B
1485,,PRECINTO PLASTICO 7.2 x 300 BLANCO,P72300N
1486,,PRECINTO PLASTICO 7.5 x 450,P48450N
1487,,PRECINTO PLASTICO 7.5 x 500 BLANCO,P75500B
1488,,PRECINTO PLASTICO 7.5 x 550 NEGRO,P75500N
1489,,PRENSITA MULTIUSO 100 mm.,PMU100
1490,,PRENSITA MULTIUSO 50 mm.,PMU50
1491,,PRENSITA MULTIUSO 75 mm.,PMU75
1492,,"PRENSA ""G"" SUPER REFORZADA 2""",PTG2
1493,,"PRENSA ""G"" SUPER REFORZADA 3""",PTG3
1494,,"PRENSA ""G"" SUPER REFORZADA 4""",PTG4
1495,,"PRENSA ""G"" SUPER REFORZADA 5""",PTG5
1496,,"PRENSA ""G"" SUPER REFORZADA 6""",PTG6
1497,,"DESENGRASANTE TOTAL x 1 Lt. ""CAUCHET""",DTC
1498,,"DESTAPACAÑERIAS GEL x 1000 cc. (6) ""CAUCHET""",DCG1000C
1499,,"DESTAPACAÑERIAS x 1000 cc. (6) ""CAUCHET""",DC1000C
1500,,"DIOXI - M  -acido muriatico- ""CAUCHET""",DIOM
1501,,"FOSFATIZANTE / DESOXIDANTE 1000 cc ""CAUCHET""",FOS1000C
1502,,"LIMPIA RESTOS DE MATERIALES x 1 lt. ""CAUCHET""",LRM1
1503,,"QUITASARRO Y OXIDO x 1000 cc. ""CAUCHET""",QSYOC
1504,,SODA CAUSTICA (DESENGRASANTE ALCALINO)x 1kg.,SC1
1505,,"SOLUCION ALCALINA x 1 Lt. -soda caustica-""CAUCHET""",SA1000
1506,,PROLONGADOR TRIPOLAR 3 MTS.,PT3M
1507,,PROLONGADOR TRIPOLAR 5 MTS.,PT5M
1508,,ZAPATILLA 5 T. C/ TERMICA CABLE 1.5 Mts. (201),P5L15
1509,,ZAPATILLA 5 T. C/ TERMICA CABLE 3 Mts. (202),P5L3
1510,,ZAPATILLA 5 T. C/ TERMICA SIN CABLE (200),P5LSC
1511,,PROTECTOR DE REJILLAS AUTOADHESIVO   9 x 9 cm.,PRA9
1512,,PROTECTOR DE REJILLAS AUTOADHESIVO  11 x 11 cm.,PRA11
1513,,PROTECTOR DE REJILLAS AUTOADHESIVO  13 x 13 cm.,PRA13
1514,,PROTECTOR DE REJILLAS AUTOADHESIVO  15 x 15 cm.,PRA15
1515,,PROTECTOR DE REJILLAS AUTOADHESIVO  18 x 18 cm.,PRA18
1516,,PROTECTOR DE REJILLAS AUTOADHESIVO  20 x 20 cm.,PRA20
1517,,PROTECTOR ENDOAURAL  ART. 1960,PEA
1518,,PUNTA MONTADA GRANDE x 5 piezas  ( 7443 ),PMG5
1519,,PUNTA MONTADA MINI x 5 piezas ( 9847 ),PMM5
1520,,PUNTA P/CEMENTISTA 200 x 19 mm.,PC200
1521,,PUNTA P/CEMENTISTA 250 x 19 mm.,PC250
1522,,PUNTA P/CEMENTISTA 300 x 19 mm.,PC300
